area,category_searched,name,address,rating,review_count,website,phone,types,business_status,price_level
"Pitampura, Delhi",cafes,Downtown Cafe,"near Kohat Enclave Parking Lot, MD Block, Dakshini Pitampura, Pitampura, Delhi, 110034, India",4.9,39.0,,,"cafe, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",cafes,"THE Zenix Lounge, Bar & Restaurant in Pitampura","Community centre, plot no. 23, Rd Number 44, opp. Rajdhani Enclave, Rani Bagh, Pitampura, Delhi, 110034, India",4.2,1059.0,,085889 77776,"north_indian_restaurant, asian_restaurant, indian_restaurant, restaurant, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",cafes,"Cafe Sandoz - Pacific Mall, NSP","Pitampura,Pacific Mall, Pitampura, New Delhi, Delhi, 110034, India",4.2,1912.0,http://www.sandozrestaurants.com/,082910 99868,"cafe, coffee_shop, food_store, store, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",cafes,Honey & Dough,"A, 9, Rd Number 44, Block A, Lok Vihar, Pitampura, Delhi, 110034, India",4.3,480.0,http://honeyanddough.in/,011 4058 6006,"cafe, pizza_restaurant, cake_shop, sandwich_shop, coffee_shop, italian_restaurant, bakery, wholesaler, food_store, store, manufacturer, restaurant, food, point_of_interest, establishment",OPERATIONAL,PRICE_LEVEL_MODERATE
"Pitampura, Delhi",cafes,sow.cafe,"Shop no 1, Wedding Souk, mall, Sharda Niketan, Pitampura, Delhi, 110034, India",4.3,60.0,,093550 02227,"cafe, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",cafes,Black moon bites,"G-5, KP market, plot no 25, Block AP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",4.7,13.0,,,"cafe, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",cafes,Blue Tokai Coffee Roasters | Netaji Subhash Place,"Unit No 21, GF, Aggarwal Millennium Tower-1, Plot No E/1 to 3, Netaji Subhash Place, Shakurpur, New Delhi, Delhi, 110034, India",4.1,91.0,https://stores.bluetokaicoffee.com/blue-tokai-coffee-roasters-netaji-subhash-place-cafe-netaji-subhash-palace-new-delhi-436792/Home?utm_source=locator&utm_medium=googleplaces,093110 62649,"coffee_shop, coffee_roastery, cafe, food_store, store, food, point_of_interest, establishment",OPERATIONAL,PRICE_LEVEL_MODERATE
"Pitampura, Delhi",cafes,The Hazelnut Factory - Punjabi Bagh,"46, Club Rd, West Punjabi Bagh, Punjabi Bagh, New Delhi, Delhi, 110026, India",4.7,653.0,https://thehazelnutfactory.com/,096673 31431,"cafe, restaurant, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",cafes,LUME Cafe,"Best Business Park, Netaji Subhash Place, Shakurpur, New Delhi, Delhi, 110034, India",4.6,90.0,,098181 81833,"cafe, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",cafes,Cafe 24 X 7,"Hotel City Park, Pitam Pura, City Park, near Shemrock School, Block AP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",4.2,314.0,,011 4231 0101,"chicken_restaurant, coffee_shop, north_indian_restaurant, breakfast_restaurant, cafe, indian_restaurant, food_store, store, restaurant, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,The Gravity Salon & Academy,"632, Rishi Nagar, rani bagh, Delhi, 110034, India",5.0,1114.0,https://instagram.com/thegravitysalon_and_academy?igshid=YmMyMTA2M2Y=,096503 18429,"hair_salon, hair_care, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Hair Candy Luxury Salon Pitampura,"B-170, Block B, Lok Vihar, Pitampura, Delhi, 110034, India",4.7,164.0,,096252 26106,"beauty_salon, nail_salon, massage_spa, hair_salon, hair_care, spa, massage, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Trendz Salon and Academy in Pitampura | Hair Salon | Unisex Salon | Best Salon and Makeovers,"B-163, Block B, Lok Vihar, Pitampura, Delhi, 110034, India",4.5,1827.0,http://trendzsalon.in/,089201 24234,"beauty_salon, nail_salon, tanning_studio, beautician, massage_spa, hair_care, spa, health, massage, store, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Geetanjali Salon,"19, Engineers Enclave, Harsh Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.5,1155.0,https://geetanjalisalon.com/,011 4511 8001,"hair_salon, nail_salon, barber_shop, makeup_artist, hair_care, beauty_salon, health, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Refyn Unisex Salon,"PU 8 Basement, Ramlila Maidan Road, opposite HDFC Bank, Block PU, Uttari Pitampura, Pitampura, Delhi, 110034, India",4.6,1243.0,,098115 54655,"beauty_salon, hair_salon, hair_care, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Hair Masters Salon Pitampura,"Plot no. 6, Engineers Enclave, Harsh Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.5,340.0,,096505 02430,"beauty_salon, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,The Glam Affair,"WZ-3403, Mahindra Park Crossing, and, near Bikaner, opp. Punjabi zaika, Multani Mohalla, Rani Bagh, Pitampura, Delhi, 110034, India",4.9,333.0,https://www.instagram.com/glam_affair_salon?igsh=Znp1ejhpa2o5bndn,095820 95795,"beauty_salon, nail_salon, beautician, hair_salon, hair_care, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Glam Locks Salon & Academy (Glam Locks),"Upper Ground Floor, Glam Locks Salon & Academy, JP-5, Gopal Mandir Marg, near Rashmi Hospital, Maurya Enclave, Block MP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",4.7,432.0,https://glamlockshair.com/,093545 31205,"makeup_artist, hair_care, beauty_salon, medical_clinic, health, store, service, supplier, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,"N Salon- Pitampura, New Delhi","Upper Ground Floor, 45, Rd Number 44, opposite Kotak Mahindra Bank, Harsh Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.5,483.0,https://nsalon.in/,011 4024 4324,"beauty_salon, beautician, hair_salon, hair_care, store, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,"Looks Salon, Pacific Mall Netaji Subhash Place","Second Floor, SH/2F/16, Pacific Mall NSP, Pitampura, Netaji Subhash Place, Metro Station, DMRC, New Delhi, Delhi, 110034, India",4.7,951.0,https://www.lookssalon.in/,099904 72040,"beauty_salon, hair_salon, hair_care, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Geetanjali Salon,"Pacific Mall, Netaji Subhash Place, Pitampura, New Delhi, Delhi, 110034, India",4.7,1164.0,http://www.geetanjalisalon.com/,011 6909 6146,"hair_salon, barber_shop, makeup_artist, hair_care, beauty_salon, health, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Vintage luxury salon,"Sant Nagar, Rani Bagh, Pitampura, Delhi, 110034, India",4.8,363.0,,098990 00879,"beauty_salon, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Hair Villa,"shop no. 73, near Rashmi Apartment Road, Shakti Vihar, Pitampura, Delhi, 110034, India",4.8,306.0,,095827 79195,"hair_salon, hair_care, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,"Looks Salon, Shiva Enclave, Pitampura","A 1 Shiva Enclave, Upper Ground, Engineers Enclave, Chowk, Pitampura, New Delhi, Delhi, 110034, India",4.4,496.0,http://www.lookssalon.in/,011 4703 5600,"hair_salon, hair_care, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,ABH Stores,"A-21, Near Deepali Chowk, Block A, Saraswati Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.6,797.0,,,"beauty_salon, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,JAZMY HAIR & BEAUTY LOUNGE,"RP-5, opp. GD Goenka La Petite, Block RP, Poorvi Pitampura, Pitampura, New Delhi, Delhi, 110034, India",4.4,467.0,http://jazmy.in/,099117 75515,"makeup_artist, nail_salon, tanning_studio, beautician, cosmetics_store, hair_salon, hair_care, beauty_salon, store, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Kussh Sidana Salon,"14, Engineers Enclave, Harsh Vihar, Pitampura, Delhi, 110034, India",4.8,349.0,https://www.instagram.com/crownedbykush/,082873 34224,"barber_shop, makeup_artist, hair_salon, hair_care, beauty_salon, health, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Almaya salon pitampura,"House no 4, Engineers Enclave, Harsh Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.9,39.0,http://www.almayasalon.com/,011 4701 5545,"beauty_salon, nail_salon, hair_salon, hair_care, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Prive Salon,"KU-2, KU Block, Uttari Pitampura, Pitampura, Delhi, 110034, India",4.5,539.0,,011 4940 9333,"beauty_salon, nail_salon, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",salons,Sttylette Luxury Salon & Academy,"Ground Floor, Plot no. 5, near Xero Degrees, Chander Lok, Pitampura, Delhi, 110034, India",4.7,591.0,,073032 44300,"beauty_salon, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,FIT HARDY CLUB,"FC-1, Pacific Mall, Maurya Enclave, Block KP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",4.8,290.0,,070425 88070,"gym, fitness_center, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,VAULT By Virat Kohli (Pitampura),"PP city Center, Unit No. - 208 to 224, near M2K Road, Saint Nagar Delhi, Rani Bagh, Pitampura, New Delhi, Delhi, 110034, India",4.8,408.0,https://www.vaultbyviratkohli.com/,070111 54062,"fitness_center, gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,P Cube Fitness Pitampura,"B-162, Block B, Lok Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.5,129.0,https://www.pcubefitness.com/,080148 80880,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,XCEPTIION GYM AND YOGA,"GD-23, Second floor, Lala Jagat Narayan Marg, near metro pillar no 367, GD Block, Dakshini Pitampura, Pitampura, Delhi, 110034, India",4.7,112.0,http://www.xceptiiongymandyoga.com/,098116 99113,"gym, fitness_center, health, sports_club, sports_activity_location, association_or_organization, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,"Cult Pitampura | Best Fitness Center in Pitampura, Delhi","2nd Floor, A, Power House, 1/17, Outer Ring Rd, opp. Pitampura, A Block, Prashant Vihar, Sector 14, Rohini, Delhi, 110085, India",4.4,395.0,https://www.cult.fit/cult/center/pitampura/cult-pitampura/101?utm_source=gmb&utm_medium=organic,074067 84847,"fitness_center, sports_coaching, yoga_studio, sports_school, gym, health, sports_club, sports_complex, sports_activity_location, association_or_organization, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,"Cult Gym Pitampura | Best Gym in Pitampura, Delhi","1st & 2nd Flr, GD-21, 28, Lala Jagat Narayan Marg, near Metro Pillar 368, GD Block, Dakshini Pitampura, Pitampura, Delhi, 110034, India",4.2,141.0,https://www.cult.fit/cult/center/pitampura/Cult-Gym-Pitampura/624?utm_source=Google&utm_medium=organic&utm_content=Cult-Delhi&utm_campaign=624,074067 92926,"gym, school, educational_institution, fitness_center, health, sports_activity_location, point_of_interest, service, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Vajra The Gym,"Vikas Surya Arcade , 1st Floor , Plot No -7, commercial complex, CU Block, Aggarwal Plaza, Uttari Pitampura, Pitampura, Delhi, 110034, India",4.8,92.0,,088826 39712,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Hyper The Gym,"Building No. 4, Mahatma Hansraj Marg, above IndusInd Bank, Block A, Lok Vihar, Pitampura, Delhi, 110034, India",4.6,229.0,,099903 95932,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,XCEPTIION GYM AND YOGA,"GP-4, Gopal Mandir Marg, Block GP, Poorvi Pitampura, Pitampura, New Delhi, Delhi, 110034, India",4.4,289.0,http://www.xceptiiongymandyoga.com/,098116 99113,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Anytime Fitness,"Maharana Pratap Enclave, A-3, Rani Bagh Rd, near Axis Bank, Maharana Partap Enclave, Pitampura, Delhi, 110034, India",4.7,76.0,https://www.anytimefitness.co.in/gyms/in-1164/delhi-delhi-110034/,099530 68282,"gym, fitness_center, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Xceptiion Gym and Yoga,"F-7 F- 8 , Plot No. 23, Pankaj Arcade DDA Community Centre, Near, Fountain Chowk, opposite Rajdhani Enclave, Saint Nagar Delhi, Rani Bagh, Pitampura, Delhi, 110034, India",4.5,151.0,http://www.xceptiiongymandyoga.com/,098116 99113,"gym, athletic_field, health, sports_club, sports_activity_location, association_or_organization, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Anytime Fitness,"Building No 4, Block BD, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",4.0,379.0,https://www.anytimefitness.co.in/gyms/in-1025/delhi-delhi-110034/,095994 17171,"gym, fitness_center, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Wavefit Pitampura,"1, Kailash Enclave, Harsh Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.4,97.0,https://wellnessclub.co.in/,098714 17785,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,THE GYM health planet,"Saint Nagar Delhi, Rani Bagh, Pitampura, New Delhi, Delhi, 110034, India",4.1,215.0,https://www.thegym.in/,099113 80800,"fitness_center, gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,"PRO ULTIMATE GYMS - RANIBAGH ROAD PITAMPURA, DELHI","Maharana Pratap Enclave, A2, Rani Bagh Rd, Maharana Partap Enclave, Pitampura, Delhi, 110034, India",4.2,126.0,,096540 89605,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Dynamic fitness studio|,"GU block market, opposite chaska restaurant, AU Block, Ranikhet, Pitampura, Delhi, 110034, India",4.4,129.0,https://www.dynamicfitnessstudio.in/,099530 10339,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,LA FITNESS,"7, KP COMMERCIAL COMPLEX, PLOT NO, behind KP PETROL PUMP, near BANK OF BARODA, Block AP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",5.0,10.0,https://www.lafitness.com/,087009 15339,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Physio Flex Gym,"D, 840, Parwana Rd, D-Block Saraswati Vihar, Block D, Saraswati Vihar, Pitampura, Delhi, 110034, India",4.7,129.0,,098104 75557,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,CultStrong Fitness,"2nd floor, 63, above breads and moulds, Harsh Vihar, Pitampura, Delhi, 110034, India",4.8,257.0,,099909 49477,"gym, health, sports_activity_location, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",gyms,Aphrodite Fitness,"B-286, near royal enfield showroom, Block B, Saraswati Vihar, Pitampura, Delhi, 110034, India",4.9,55.0,https://www.instagram.com/aphrodite.fitness,099998 46099,"gym, sports_coaching, yoga_studio, sports_school, fitness_center, health, sports_complex, sports_activity_location, point_of_interest, service, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Vastrachowk,"1 Lower ground floor, Kohat Enclave, Metro Station, Kohat Enclave, Pitampura, Delhi, 110034, India",4.9,8060.0,https://vastrachowk.com/,083686 09903,"clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,KALKI Pitampura Delhi,"Plot No.500, Kohat Enclave, Pitampura, Delhi, 110034, India",4.9,2915.0,https://in.kalkifashion.com/pages/our-stores/kalki-fashion-designer-clothing-store-pitampura?utm_source=gmb&utm_medium=organic,011 4084 6622,"womens_clothing_store, clothing_store, store, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Libas,"Shop No. 161, Ground Floor, Kapil Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.9,885.0,https://www.libas.in/,098711 53703,"womens_clothing_store, clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,House of Araya,"366, Kohat Enclave, Pitampura, New Delhi, Delhi, 110034, India",4.8,381.0,https://arayaluxurystudio.myshopify.com/,085059 47997,"clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Koskii,"3, Vaishali, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",4.9,1022.0,https://www.koskii.com/,081233 46115,"womens_clothing_store, clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Raakhee Ohrii,"FD-6, Ground Floor, Pitampura Rd, next to DCB Bank And Vishal Mega Mart, near Metro Station Pitampura, Block FD, Dakshini Pitampura, Pitampura, Delhi, 110034, India",4.7,53.0,http://raakheeohrii.boutique/,090133 11333,"womens_clothing_store, clothing_store, home_goods_store, store, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Creative Stop By Amit Behki,"53, Rd Number 44, adjacent bank of india, opposite j&k bank, Harsh Vihar, Pitampura, Delhi, New Delhi, Delhi 110034, India",4.4,381.0,,088829 93888,"clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Sri Ram & Son Pitampura,"Ground Floor, Metro Station, GD-23, near Pitampura, GD Block, Dakshini Pitampura, Pitampura, Delhi, 110034, India",5.0,303.0,https://www.sriramson.com/,092663 00132,"clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Mauve Story Pitam Pura,"Road Number 44 Pitam Pura 1, Shiva Enclave, next to Engneering Enclave, Harsh Vihar, Crossing, New Delhi, Delhi, 110034, India",4.1,392.0,https://mauvestory.com/,098117 36964,"clothing_store, store, service, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,RAMNIYA,"Sagar Ratna Restaurant, Metro Station Pitampura, FD-2, Block FD, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",4.7,109.0,,087500 01181,"clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,BOYZ STREET,"RP-1, Maurya Enclave, Block RP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",3.9,898.0,,081308 80169,"clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,SAMAYA,"Basement, 04, near Metro Pillar Number 347, Kapil Vihar, Pitampura, Delhi, 110034, India",4.8,200.0,http://www.samayatheboutique.com/,098680 55310,"womens_clothing_store, clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,"Pantaloons (Unity One Elegante Mall, New Delhi)","Ground-1st Floor, Unity One Elegante, Lala Jagat Narayan Marg, Pitampura, New Delhi, Delhi, 110034, India",4.9,398.0,https://stores.pantaloons.com/pantaloons/clothing-store-in-new-delhi/clothing-store-in-pitampura/pantaloons-in-pitampura-new-delhi--75i8u2/home,089841 07745,"clothing_store, womens_clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Srikriti,"Shop No 40, निशांत कुंज, कोहत एंक्लेव, पीतमपुरा, दिल्ली, 110034, India",4.6,1262.0,https://srikritishop.com/,011 4505 0208,"womens_clothing_store, clothing_store, home_goods_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,"Soch at Unity One Elegante, New Delhi","Unit No, Second Floor, MRTS Station, S-06, opposite Wazirpur district Centre, Netaji Subhash Place, Pitampura, New Delhi, Delhi, 110034, India",5.0,161.0,,098990 57832,"womens_clothing_store, clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Increase Fashion,"Shop No- 43, 11034, near Metro Station Kohat Enclave, Nishant Kunj, Pitampura, Delhi, 110034, India",4.7,149.0,,072176 32772,"clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,M.Y.M Pitampura Delhi ( MYM ),"368, Kohat Enclave, Pitampura, Delhi, 110034, India",4.2,54.0,,098103 48669,"clothing_store, womens_clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Manyavar & Mohey,"Basement, Ground to 3rd Floor, Vaishali Rd, next to Gulab Sweets, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",4.9,804.0,https://stores.manyavar.com/ManyavarMohey/manyavar-mohey-clothing-stores-pitampura-new-delhi-295626/Home?utm_source=locator&utm_medium=googleplaces,080 3700 2671,"clothing_store, womens_clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,Phulkari By Pahnawa,"shop no. 1541, Sant Nagar Main Rd, Multani Mohalla, Rani Bagh, Pitampura, Delhi, 110034, India",3.9,299.0,,099997 39801,"clothing_store, womens_clothing_store, wholesaler, store, manufacturer, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",clothing stores,S Three Western Villa,"first floor, Backside Octave Store, 157 158, Aggarwal City Mall, G 156, M2K Rd, near Chunmun Mall, near Rani Bagh, Saint Nagar Delhi, Rani Bagh, Pitampura, New Delhi, Delhi, 110034, India",4.5,448.0,,085870 71920,"furniture_store, clothing_store, home_improvement_store, home_goods_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Reliance SMART Superstore,"Shop No 5, LGF, Aggarwal Prestige Mall, PN 2, Rd Number 44, near M2K Cinema, Saint Nagar Delhi, Rani Bagh, Pitampura, New Delhi, Delhi, 110034, India",4.1,1328.0,https://stores.reliancesmartbazaar.com/reliance-smart-superstore-hypermarket-pitampura-new-delhi-279874/Home,1800 891 0001,"hypermarket, health_food_store, supermarket, market, asian_grocery_store, grocery_store, home_goods_store, convenience_store, food_store, store, health, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Kwality Bazaar,"Plot No: 5, Rd Number 44, Opposite Jhulelal Apartment, Engineers Enclave, Harsh Vihar, Pitampura, Delhi, 110034, India",4.0,1220.0,,,"grocery_store, department_store, food_store, store, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Rajmandir Hypermarket Pitampura,"ground floor, PP-4, Maurya Enclave, Block PP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",4.0,1046.0,https://www.rajmandirhypermarket.com/,093112 39211,"hypermarket, supermarket, grocery_store, food_store, store, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Vishal Mega Mart,"FD-7, Near Pitampura Metro Station, Block FD, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",3.7,2291.0,https://stores.vishalmegamart.com/shopping-mart-pitampura-north-west-delhi-30466/home?utm_source=GMB,072178 88317,"clothing_store, store, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Rajmandir Hypermarket Lok Vihar,"A-5, Block A, Lok Vihar, Pitampura, New Delhi, Delhi, 110034, India",4.2,238.0,http://www.rajmandirhypermarket.com/,093112 39211,"asian_grocery_store, grocery_store, food_store, store, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,MP Block Market,"Maurya Enclave, Block LP, Poorvi Pitampura, Pitampura, New Delhi, Delhi, 110034, India",3.9,1369.0,,,"market, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Sardaran Di Hatti | SDH | Nuts and More,"Sardaran Di Hatti | (Nuts and More, FD-8, Block FD, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",4.1,357.0,http://www.nutsandmore.in/,084475 58584,"food_delivery, food_store, store, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,ND Block DDA Market.,"Maya Muni Ram, ND-16, Jain Marg, PD Block, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",3.8,1776.0,,081309 49484,"market, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,CP Block Market,"P42R+PR8, CP Block Rd, Block CP, Poorvi Pitampura, Pitampura, Delhi, 110034, India",3.8,272.0,,,"market, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Ms Departmental Store,"99-A, Block CD, Dakshini Pitampura, Pitampura, New Delhi, Delhi, 110034, India",4.9,20.0,,090064 59331,"grocery_store, asian_grocery_store, food_store, store, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Shiva Market,"DDA Flats Rd, Shiva Market, Vats Market, Harsh Vihar, Pitampura, Delhi, 110034, India",4.0,3056.0,https://shivamarket.org/,,"market, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Rohit Kunj Market,"M4RR+Q53, Rohit Kunj, Sandesh Vihar, Pitampura, Delhi, 110034, India",3.8,1054.0,,,"market, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,"Tibetan Market, Pitampura Village","near madhuban chowk, Shiva Market, Vats Market, Harsh Vihar, Pitampura, Delhi, 110034, India",3.9,701.0,https://tibetanmarket.org/,,"market, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Reliance SMART Superstore,"Ground Floor, Garg Trade Centre, Rithala Rd, near Indian Petrol Pump, Sector 11E, Rohini, New Delhi, Delhi, 110085, India",4.1,1429.0,https://stores.reliancesmartbazaar.com/reliance-smart-superstore-hypermarket-rohini-new-delhi-280390/Home,1800 891 0001,"hypermarket, health_food_store, supermarket, market, asian_grocery_store, grocery_store, home_goods_store, convenience_store, food_store, store, health, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,GD Market,"P43M+7PG, near kaleva resturant, GD Block, Dakshini Pitampura, Pitampura, Delhi, 110034, India",4.0,48.0,,,"market, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Rajmandir Hypermarket Rani Bagh,"A-12 Maharana pratap enclave, Rani Bagh, Pitampura, New Delhi, Delhi, 110034, India",3.9,87.0,https://www.rajmandirhypermarket.com/,093112 39211,"asian_grocery_store, grocery_store, food_store, store, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,Bachat Bazaar,"PKT G-27, SHOP, NO. 206-207, Lodhi Colony, Sector 3, Rohini, Delhi, 110085, India",4.1,517.0,,080769 20125,"asian_grocery_store, grocery_store, food_store, store, food, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,JP Market,"JP Market, Maurya Enclave, Poorvi Pitampura, Pitampura, Delhi, 110034, India",3.9,967.0,,,"market, point_of_interest, establishment",OPERATIONAL,
"Pitampura, Delhi",grocery stores,CD Market,"P43P+WXW, Shaheed Jagat Narayan Marg, Block HD, Dakshini Pitampura, Pitampura, Delhi, 110034, India",3.9,658.0,,092103 70666,"market, point_of_interest, establishment",OPERATIONAL,
