Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2019-01-02,37.46921157836914,39.47999954223633,39.712501525878906,38.557498931884766,38.72249984741211,148158800,AAPL
2019-01-03,33.73698806762695,35.54750061035156,36.43000030517578,35.5,35.994998931884766,365248800,AAPL
2019-01-04,35.17720413208008,37.064998626708984,37.13750076293945,35.95000076293945,36.13249969482422,234428400,AAPL
2019-01-07,35.09891128540039,36.98249816894531,37.20750045776367,36.474998474121094,37.17499923706055,219111200,AAPL
2019-01-08,35.76799392700195,37.6875,37.95500183105469,37.130001068115234,37.38999938964844,164101200,AAPL
2019-01-09,36.37540817260742,38.32749938964844,38.63249969482422,37.407501220703125,37.8224983215332,180396400,AAPL
2019-01-10,36.491661071777344,38.45000076293945,38.49250030517578,37.71500015258789,38.125,143122800,AAPL
2019-01-11,36.133392333984375,38.0724983215332,38.42499923706055,37.877498626708984,38.220001220703125,108092800,AAPL
2019-01-14,35.59005355834961,37.5,37.817501068115234,37.30500030517578,37.712501525878906,129756800,AAPL
2019-01-15,36.318450927734375,38.26750183105469,38.34749984741211,37.51250076293945,37.567501068115234,114843600,AAPL
2019-01-16,36.76215362548828,38.73500061035156,38.970001220703125,38.25,38.27000045776367,122278800,AAPL
2019-01-17,36.98044204711914,38.96500015258789,39.415000915527344,38.314998626708984,38.54999923706055,119284800,AAPL
2019-01-18,37.208221435546875,39.20500183105469,39.470001220703125,38.994998931884766,39.375,135004000,AAPL
2019-01-22,36.3730354309082,38.32500076293945,39.182498931884766,38.154998779296875,39.102500915527344,121576000,AAPL
2019-01-23,36.5201301574707,38.47999954223633,38.78499984741211,37.92499923706055,38.537498474121094,92522400,AAPL
2019-01-24,36.230674743652344,38.17499923706055,38.619998931884766,37.935001373291016,38.52750015258789,101766000,AAPL
2019-01-25,37.431243896484375,39.439998626708984,39.532501220703125,38.58000183105469,38.869998931884766,134142000,AAPL
2019-01-28,37.0848388671875,39.07500076293945,39.08250045776367,38.415000915527344,38.9474983215332,104768400,AAPL
2019-01-29,36.70045852661133,38.66999816894531,39.532501220703125,38.52750015258789,39.0625,166348800,AAPL
2019-01-30,39.20836639404297,41.3125,41.537498474121094,40.057498931884766,40.8125,244439200,AAPL
2019-01-31,39.49071502685547,41.61000061035156,42.25,41.13999938964844,41.52750015258789,162958400,AAPL
2019-02-01,39.50969314575195,41.630001068115234,42.244998931884766,41.48249816894531,41.7400016784668,130672400,AAPL
2019-02-04,40.63197326660156,42.8125,42.915000915527344,41.81999969482422,41.852500915527344,125982000,AAPL
2019-02-05,41.32716751098633,43.54499816894531,43.77000045776367,43.087501525878906,43.21500015258789,144406400,AAPL
2019-02-06,41.34140396118164,43.560001373291016,43.89250183105469,43.212501525878906,43.662498474121094,112958400,AAPL
2019-02-07,40.55841827392578,42.73500061035156,43.48500061035156,42.584999084472656,43.099998474121094,126966800,AAPL
2019-02-08,40.606082916259766,42.602500915527344,42.665000915527344,42.10499954223633,42.247501373291016,95280000,AAPL
2019-02-11,40.37255859375,42.35749816894531,42.8025016784668,42.3125,42.76250076293945,83973600,AAPL
2019-02-12,40.7204475402832,42.72249984741211,42.75,42.42499923706055,42.525001525878906,89134000,AAPL
2019-02-13,40.551273345947266,42.54499816894531,43.119998931884766,42.47999954223633,42.84749984741211,89960800,AAPL
2019-02-14,40.69900131225586,42.70000076293945,42.814998626708984,42.345001220703125,42.4275016784668,87342800,AAPL
2019-02-15,40.60846710205078,42.60499954223633,42.92499923706055,42.4375,42.8125,98507200,AAPL
2019-02-19,40.72996520996094,42.73249816894531,42.86000061035156,42.372501373291016,42.4275016784668,75891200,AAPL
2019-02-20,40.992095947265625,43.00749969482422,43.33000183105469,42.747501373291016,42.79750061035156,104457600,AAPL
2019-02-21,40.760955810546875,42.76499938964844,43.092498779296875,42.57500076293945,42.95000076293945,68998800,AAPL
